[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
   1.3305E-03   1.3428E-03   5.1777E+00  0.5237
   1.3428E-03   1.3552E-03   2.8107E+00  0.4982
   1.3552E-03   1.3677E-03   5.2897E+00  0.4594
   1.3677E-03   1.3804E-03   2.2044E+00  0.9301
   1.3804E-03   1.3932E-03   2.5079E-01  0.8831
   1.3932E-03   1.4060E-03   5.5865E-01  0.6726
   1.4060E-03   1.4191E-03   2.2934E+00  0.8184
   1.4191E-03   1.4322E-03   7.9170E-01  0.6383
   1.4322E-03   1.4454E-03   2.5346E+00  0.8382
   1.4454E-03   1.4588E-03   1.2647E+00  0.7565
   1.4588E-03   1.4723E-03   3.9103E+00  0.5039
   1.4723E-03   1.4859E-03   7.9303E+00  0.4326
   1.4859E-03   1.4997E-03   2.8949E-02  1.0000
   1.4997E-03   1.5136E-03   1.3190E+00  0.7402
   1.5136E-03   1.5276E-03   3.1625E+02  0.9783
   1.5276E-03   1.5417E-03   4.5538E+00  0.6141
   1.5417E-03   1.5560E-03   2.0469E+00  0.5000
   1.5560E-03   1.5704E-03   2.3720E+00  1.0000
   1.5704E-03   1.5849E-03   4.1099E+00  0.5073
   1.5849E-03   1.5996E-03   3.2912E+00  1.0000
   1.5996E-03   1.6144E-03   1.5666E+00  0.7767
   1.6144E-03   1.6293E-03   4.4213E+00  0.9270
   1.6293E-03   1.6444E-03   2.7540E+00  0.6590
   1.6444E-03   1.6596E-03   2.8683E+00  0.7591
   1.6596E-03   1.6749E-03   2.7920E+00  0.6388
   1.6749E-03   1.6904E-03   6.9038E+00  0.5102
   1.6904E-03   1.7061E-03   1.0652E+00  0.9258
   1.7061E-03   1.7219E-03   6.3702E+00  0.7670
   1.7219E-03   1.7378E-03   2.6242E+00  0.7935
   1.7378E-03   1.7539E-03   5.0037E+00  0.5706
   1.7539E-03   1.7701E-03   3.1366E+00  0.5354
   1.7701E-03   1.7865E-03   1.5374E-02  1.0000
   1.7865E-03   1.8030E-03   2.7280E+00  0.5573
   1.8030E-03   1.8197E-03   8.6481E+00  0.4393
   1.8197E-03   1.8365E-03   5.8393E+00  0.7369
   1.8365E-03   1.8535E-03   1.0882E+01  0.5040
   1.8535E-03   1.8707E-03   6.8427E+00  0.6793
   1.8707E-03   1.8880E-03   1.0466E+01  0.6751
   1.8880E-03   1.9055E-03   4.6828E+00  0.6060
   1.9055E-03   1.9231E-03   5.2783E+00  0.5112
   1.9231E-03   1.9409E-03   2.9570E+00  0.5907
   1.9409E-03   1.9588E-03   1.2116E+01  0.5138
   1.9588E-03   1.9770E-03   6.4784E+00  0.5610
   1.9770E-03   1.9953E-03   7.2958E+00  0.8202
   1.9953E-03   2.0137E-03   8.2573E+00  0.8129
   2.0137E-03   2.0324E-03   3.8613E+00  0.8440
   2.0324E-03   2.0512E-03   8.5243E+00  0.5853
   2.0512E-03   2.0701E-03   6.5345E+00  0.8783
   2.0701E-03   2.0893E-03   4.0183E+00  0.6107
   2.0893E-03   2.1086E-03   1.1496E+01  0.5631
   2.1086E-03   2.1281E-03   6.9096E-01  0.8816
   2.1281E-03   2.1478E-03   9.6976E+00  0.7122
   2.1478E-03   2.1677E-03   9.8873E+00  0.9531
   2.1677E-03   2.1878E-03   0.0000E+00  0.0000
   2.1878E-03   2.2080E-03   4.3234E-01  1.0000
   2.2080E-03   2.2284E-03   0.0000E+00  0.0000
   2.2284E-03   2.2491E-03   0.0000E+00  0.0000
   2.2491E-03   2.2699E-03   2.4328E+00  0.8086
   2.2699E-03   2.2909E-03   0.0000E+00  0.0000
   2.2909E-03   2.3121E-03   5.4140E+00  0.7113
   2.3121E-03   2.3335E-03   4.3005E-01  1.0000
   2.3335E-03   2.3550E-03   5.9996E+00  0.7427
   2.3550E-03   2.3768E-03   9.7787E+00  0.8415
   2.3768E-03   2.3988E-03   5.3383E+00  1.0000
   2.3988E-03   2.4210E-03   5.9348E+00  0.7944
   2.4210E-03   2.4434E-03   4.7269E+00  0.7224
   2.4434E-03   2.4660E-03   1.7667E+01  0.7384
   2.4660E-03   2.4889E-03   1.9527E+01  0.7552
   2.4889E-03   2.5119E-03   2.7630E+00  1.0000
   2.5119E-03   2.5351E-03   0.0000E+00  0.0000
   2.5351E-03   2.5586E-03   3.9993E+00  0.7529
   2.5586E-03   2.5823E-03   1.5539E+01  0.4935
   2.5823E-03   2.6062E-03   4.8614E+00  0.6487
   2.6062E-03   2.6303E-03   8.7398E-01  1.0000
   2.6303E-03   2.6546E-03   4.9831E+00  0.7876
   2.6546E-03   2.6792E-03   7.1999E+00  0.9315
   2.6792E-03   2.7040E-03   8.1942E+00  0.6370
   2.7040E-03   2.7290E-03   1.5981E+01  0.8063
   2.7290E-03   2.7542E-03   1.1140E-01  1.0000
   2.7542E-03   2.7797E-03   0.0000E+00  0.0000
   2.7797E-03   2.8054E-03   5.9888E+00  0.7901
   2.8054E-03   2.8314E-03   8.5856E+00  0.7851
   2.8314E-03   2.8576E-03   1.5161E+01  0.7139
   2.8576E-03   2.8840E-03   1.0164E+01  0.6574
   2.8840E-03   2.9107E-03   5.4682E-02  1.0000
   2.9107E-03   2.9376E-03   0.0000E+00  0.0000
   2.9376E-03   2.9648E-03   1.1538E+01  0.6313
   2.9648E-03   2.9923E-03   3.9333E+00  0.5949
   2.9923E-03   3.0200E-03   8.8386E+00  0.6626
   3.0200E-03   3.0479E-03   2.5476E+00  0.7206
   3.0479E-03   3.0761E-03   1.2418E+01  0.9721
   3.0761E-03   3.1046E-03   4.9053E+00  0.9404
   3.1046E-03   3.1333E-03   6.7725E+00  0.5471
   3.1333E-03   3.1623E-03   2.1115E+01  0.6969
   3.1623E-03   3.1915E-03   1.1386E+01  0.5416
   3.1915E-03   3.2211E-03   0.0000E+00  0.0000
   3.2211E-03   3.2509E-03   2.7017E+01  0.5583
   3.2509E-03   3.2810E-03   3.6396E+01  0.8710
   3.2810E-03   3.3113E-03   2.5913E+01  0.8622
   3.3113E-03   3.3420E-03   1.3813E+01  0.7997
   3.3420E-03   3.3729E-03   6.4573E+00  0.8347
   3.3729E-03   3.4041E-03   0.0000E+00  0.0000
   3.4041E-03   3.4356E-03   1.2034E+02  0.5745
   3.4356E-03   3.4674E-03   1.2475E+01  0.7298
   3.4674E-03   3.4995E-03   7.4617E+00  0.5779
   3.4995E-03   3.5318E-03   6.8008E+00  0.6725
   3.5318E-03   3.5645E-03   3.4726E+00  0.8067
   3.5645E-03   3.5975E-03   4.7065E+01  1.0000
   3.5975E-03   3.6308E-03   1.7790E+01  0.7071
   3.6308E-03   3.6644E-03   2.8100E+00  0.8722
   3.6644E-03   3.6983E-03   2.6872E+00  0.8601
   3.6983E-03   3.7325E-03   2.7793E+01  0.8084
   3.7325E-03   3.7670E-03   1.4998E+01  0.8082
   3.7670E-03   3.8019E-03   1.4438E+01  0.9147
   3.8019E-03   3.8371E-03   0.0000E+00  0.0000
   3.8371E-03   3.8726E-03   3.4752E+01  0.7993
   3.8726E-03   3.9084E-03   2.8477E+01  0.7008
   3.9084E-03   3.9446E-03   2.9511E+01  1.0000
   3.9446E-03   3.9811E-03   0.0000E+00  0.0000
   3.9811E-03   4.0179E-03   9.9148E+00  1.0000
   4.0179E-03   4.0551E-03   2.7726E+01  1.0000
   4.0551E-03   4.0926E-03   3.3226E+01  0.8389
   4.0926E-03   4.1305E-03   2.0375E+03  0.9979
   4.1305E-03   4.1687E-03   9.2532E+01  0.8429
   4.1687E-03   4.2073E-03   3.1580E+01  0.5438
   4.2073E-03   4.2462E-03   8.9281E+01  0.5717
   4.2462E-03   4.2855E-03   7.2104E+00  0.7159
   4.2855E-03   4.3251E-03   3.3398E+01  0.7540
   4.3251E-03   4.3652E-03   0.0000E+00  0.0000
   4.3652E-03   4.4055E-03   2.1254E+00  0.8563
   4.4055E-03   4.4463E-03   2.7370E+01  0.6411
   4.4463E-03   4.4875E-03   7.2085E+01  0.5140
   4.4875E-03   4.5290E-03   0.0000E+00  0.0000
   4.5290E-03   4.5709E-03   3.3528E+01  0.6693
   4.5709E-03   4.6132E-03   0.0000E+00  0.0000
   4.6132E-03   4.6559E-03   5.2681E+01  0.6931
   4.6559E-03   4.6989E-03   0.0000E+00  0.0000
   4.6989E-03   4.7424E-03   1.9925E+01  0.6726
   4.7424E-03   4.7863E-03   1.1782E+03  0.8999
   4.7863E-03   4.8306E-03   2.0112E+01  0.8498
   4.8306E-03   4.8753E-03   6.1962E+00  1.0000
   4.8753E-03   4.9204E-03   1.1500E+01  1.0000
   4.9204E-03   4.9659E-03   0.0000E+00  0.0000
   4.9659E-03   5.0119E-03   2.0313E+01  1.0000
   5.0119E-03   5.0582E-03   1.9938E+01  0.7735
   5.0582E-03   5.1050E-03   1.0031E+01  0.6574
   5.1050E-03   5.1523E-03   1.7969E+01  1.0000
   5.1523E-03   5.2000E-03   6.6915E+00  1.0000
   5.2000E-03   5.2481E-03   2.0177E+01  1.0000
   5.2481E-03   5.2966E-03   0.0000E+00  0.0000
   5.2966E-03   5.3456E-03   8.3674E+01  0.7522
   5.3456E-03   5.3951E-03   2.4283E+01  0.8132
   5.3951E-03   5.4450E-03   1.8459E+01  0.9869
   5.4450E-03   5.4954E-03   6.2950E+02  0.7419
   5.4954E-03   5.5463E-03   9.3257E+01  0.6891
   5.5463E-03   5.5976E-03   1.4940E+02  0.5829
   5.5976E-03   5.6494E-03   1.7726E+03  1.0000
   5.6494E-03   5.7016E-03   2.7954E+00  1.0000
   5.7016E-03   5.7544E-03   0.0000E+00  0.0000
   5.7544E-03   5.8076E-03   6.6318E+02  0.7942
   5.8076E-03   5.8614E-03   3.6646E+02  0.6659
   5.8614E-03   5.9156E-03   8.5609E+01  0.8162
   5.9156E-03   5.9704E-03   0.0000E+00  0.0000
   5.9704E-03   6.0256E-03   2.4344E+02  0.7969
   6.0256E-03   6.0814E-03   4.4100E+01  1.0000
   6.0814E-03   6.1376E-03   1.3375E+02  1.0000
   6.1376E-03   6.1944E-03   7.4097E+01  1.0000
   6.1944E-03   6.2517E-03   3.7148E+01  1.0000
   6.2517E-03   6.3096E-03   0.0000E+00  0.0000
   6.3096E-03   6.3680E-03   7.3076E+01  1.0000
   6.3680E-03   6.4269E-03   2.9299E+01  1.0000
   6.4269E-03   6.4863E-03   1.1025E+03  0.9965
   6.4863E-03   6.5464E-03   1.3328E+02  0.7396
   6.5464E-03   6.6069E-03   2.0914E+02  0.6759
   6.6069E-03   6.6681E-03   5.3751E-01  1.0000
   6.6681E-03   6.7298E-03   3.7209E+01  0.7133
   6.7298E-03   6.7920E-03   0.0000E+00  0.0000
   6.7920E-03   6.8549E-03   8.5889E+01  0.7448
   6.8549E-03   6.9183E-03   1.6318E+02  1.0000
   6.9183E-03   6.9823E-03   2.0056E+02  0.9652
   6.9823E-03   7.0469E-03   2.3207E+02  0.6160
   7.0469E-03   7.1121E-03   1.0291E+02  1.0000
   7.1121E-03   7.1779E-03   0.0000E+00  0.0000
   7.1779E-03   7.2444E-03   3.1179E+02  0.5942
   7.2444E-03   7.3114E-03   4.2954E+01  0.7729
   7.3114E-03   7.3790E-03   0.0000E+00  0.0000
   7.3790E-03   7.4473E-03   3.1862E+02  0.5253
   7.4473E-03   7.5162E-03   1.2436E+02  1.0000
   7.5162E-03   7.5858E-03   1.6989E+03  0.9621
   7.5858E-03   7.6560E-03   1.3439E+02  0.8112
   7.6560E-03   7.7268E-03   1.9434E+02  0.4693
   7.7268E-03   7.7983E-03   1.0121E+03  0.8213
   7.7983E-03   7.8705E-03   1.2061E+02  0.6100
   7.8705E-03   7.9433E-03   2.1808E+01  0.8544
   7.9433E-03   8.0168E-03   2.8505E+02  0.9000
   8.0168E-03   8.0910E-03   1.8683E+01  1.0000
   8.0910E-03   8.1658E-03   1.1573E+02  0.8926
   8.1658E-03   8.2414E-03   4.1289E+01  1.0000
   8.2414E-03   8.3176E-03   3.4364E+02  1.0000
   8.3176E-03   8.3946E-03   1.1255E+02  0.7458
   8.3946E-03   8.4723E-03   6.2669E+01  0.8791
   8.4723E-03   8.5507E-03   1.0695E+02  1.0000
   8.5507E-03   8.6298E-03   3.6212E+01  1.0000
   8.6298E-03   8.7096E-03   4.6006E+02  0.7071
   8.7096E-03   8.7902E-03   1.3774E+03  0.9315
   8.7902E-03   8.8716E-03   1.2419E+02  0.7396
   8.8716E-03   8.9536E-03   2.4864E+03  0.9197
   8.9536E-03   9.0365E-03   1.6098E+01  1.0000
   9.0365E-03   9.1201E-03   1.7068E+02  0.7090
   9.1201E-03   9.2045E-03   5.4424E+02  0.7297
   9.2045E-03   9.2897E-03   5.0994E+01  0.7097
   9.2897E-03   9.3756E-03   0.0000E+00  0.0000
   9.3756E-03   9.4624E-03   6.4641E+02  0.6542
   9.4624E-03   9.5499E-03   8.8108E+02  1.0000
   9.5499E-03   9.6383E-03   6.1106E+02  0.7170
   9.6383E-03   9.7275E-03   9.7383E+02  0.6677
   9.7275E-03   9.8175E-03   5.5491E+01  1.0000
   9.8175E-03   9.9083E-03   6.7842E+02  0.9113
   9.9083E-03   1.0000E-02   0.0000E+00  0.0000
   1.0000E-02   1.0093E-02   5.4144E+02  0.6802
   1.0093E-02   1.0186E-02   7.0290E+02  0.9028
   1.0186E-02   1.0280E-02   1.1119E+03  1.0000
   1.0280E-02   1.0375E-02   2.8543E+02  0.7131
   1.0375E-02   1.0471E-02   3.0451E+03  0.8311
   1.0471E-02   1.0568E-02   1.7764E+02  0.8973
   1.0568E-02   1.0666E-02   3.8928E+03  0.8447
   1.0666E-02   1.0765E-02   1.9400E+02  1.0000
   1.0765E-02   1.0864E-02   9.4628E+02  0.7179
   1.0864E-02   1.0965E-02   2.8917E+03  0.7756
   1.0965E-02   1.1066E-02   4.2597E+03  0.6462
   1.1066E-02   1.1169E-02   1.3281E+03  0.7967
   1.1169E-02   1.1272E-02   7.1317E+02  0.6488
   1.1272E-02   1.1376E-02   1.4481E+03  0.6809
   1.1376E-02   1.1482E-02   0.0000E+00  0.0000
   1.1482E-02   1.1588E-02   2.5920E+03  0.7962
   1.1588E-02   1.1695E-02   5.7823E+03  0.6134
   1.1695E-02   1.1803E-02   7.0914E+02  0.7871
   1.1803E-02   1.1912E-02   4.1297E+03  0.8351
   1.1912E-02   1.2023E-02   4.8388E+03  0.8808
   1.2023E-02   1.2134E-02   3.8217E+03  0.7114
   1.2134E-02   1.2246E-02   3.2831E+03  0.6092
   1.2246E-02   1.2359E-02   3.3071E+03  0.9617
   1.2359E-02   1.2474E-02   6.4024E+02  0.5018
   1.2474E-02   1.2589E-02   1.4795E+02  1.0000
   1.2589E-02   1.2706E-02   3.5225E+03  0.5391
   1.2706E-02   1.2823E-02   3.0045E+01  1.0000
   1.2823E-02   1.2942E-02   5.6728E+02  0.7209
   1.2942E-02   1.3062E-02   1.1489E+03  1.0000
   1.3062E-02   1.3183E-02   3.4469E+03  0.6730
   1.3183E-02   1.3305E-02   1.8343E+03  0.6544
   1.3305E-02   1.3428E-02   1.8285E+03  0.6753
   1.3428E-02   1.3552E-02   3.1791E+03  0.7075
   1.3552E-02   1.3677E-02   1.3852E+02  1.0000
   1.3677E-02   1.3804E-02   3.9126E+03  0.6841
   1.3804E-02   1.3932E-02   2.8771E+03  0.8246
   1.3932E-02   1.4060E-02   1.3444E+03  0.7684
   1.4060E-02   1.4191E-02   4.9345E+02  1.0000
   1.4191E-02   1.4322E-02   1.0783E+03  0.8083
   1.4322E-02   1.4454E-02   1.7554E+03  0.6319
   1.4454E-02   1.4588E-02   9.3749E+03  0.5344
   1.4588E-02   1.4723E-02   3.8481E+03  0.6413
   1.4723E-02   1.4859E-02   1.7712E+01  1.0000
   1.4859E-02   1.4997E-02   4.8657E+03  0.6639
   1.4997E-02   1.5136E-02   4.4266E+03  0.8715
   1.5136E-02   1.5276E-02   2.3480E+03  0.9314
   1.5276E-02   1.5417E-02   2.2578E+02  1.0000
   1.5417E-02   1.5560E-02   2.8090E+03  0.7937
   1.5560E-02   1.5704E-02   6.6342E+02  0.8583
   1.5704E-02   1.5849E-02   4.6704E+03  0.5343
   1.5849E-02   1.5996E-02   5.6266E+03  0.5617
   1.5996E-02   1.6144E-02   6.6274E+02  0.6937
   1.6144E-02   1.6293E-02   9.5730E+02  0.5889
   1.6293E-02   1.6444E-02   4.6500E+03  0.6956
   1.6444E-02   1.6596E-02   4.7937E+03  0.6842
   1.6596E-02   1.6749E-02   4.6668E+03  0.5113
   1.6749E-02   1.6904E-02   3.4884E+03  0.8467
   1.6904E-02   1.7061E-02   3.1836E+03  0.5417
   1.7061E-02   1.7219E-02   1.1891E+04  0.3941
   1.7219E-02   1.7378E-02   5.1688E+03  0.6190
   1.7378E-02   1.7539E-02   6.0060E+03  0.4343
   1.7539E-02   1.7701E-02   4.6261E+03  0.6709
   1.7701E-02   1.7865E-02   1.2311E+03  0.5233
   1.7865E-02   1.8030E-02   5.9989E+03  0.6105
   1.8030E-02   1.8197E-02   1.5179E+03  0.7134
   1.8197E-02   1.8365E-02   8.8562E+03  0.4715
   1.8365E-02   1.8535E-02   6.5779E+03  0.5142
   1.8535E-02   1.8707E-02   7.8636E+03  0.4508
   1.8707E-02   1.8880E-02   5.6427E+03  0.4480
   1.8880E-02   1.9055E-02   5.3774E+03  0.4958
   1.9055E-02   1.9231E-02   1.0399E+04  0.4081
   1.9231E-02   1.9409E-02   1.0773E+04  0.4095
   1.9409E-02   1.9588E-02   9.0963E+03  0.4831
   1.9588E-02   1.9770E-02   4.6749E+03  0.5907
   1.9770E-02   1.9953E-02   6.1265E+03  0.4841
   1.9953E-02   2.0137E-02   5.9739E+03  0.6223
   2.0137E-02   2.0324E-02   8.9029E+03  0.4821
   2.0324E-02   2.0512E-02   1.3802E+04  0.4298
   2.0512E-02   2.0701E-02   6.4130E+03  0.5098
   2.0701E-02   2.0893E-02   3.1079E+03  0.5188
   2.0893E-02   2.1086E-02   7.4512E+03  0.4896
   2.1086E-02   2.1281E-02   1.1379E+04  0.3953
   2.1281E-02   2.1478E-02   7.1749E+03  0.4155
   2.1478E-02   2.1677E-02   7.5410E+03  0.3857
   2.1677E-02   2.1878E-02   9.7118E+03  0.4138
   2.1878E-02   2.2080E-02   1.0882E+04  0.3804
   2.2080E-02   2.2284E-02   5.5504E+03  0.4968
   2.2284E-02   2.2491E-02   1.2433E+04  0.4127
   2.2491E-02   2.2699E-02   1.7867E+04  0.3532
   2.2699E-02   2.2909E-02   1.8728E+04  0.3486
   2.2909E-02   2.3121E-02   5.8509E+03  0.6766
   2.3121E-02   2.3335E-02   1.1129E+04  0.4437
   2.3335E-02   2.3550E-02   2.5843E+04  0.3167
   2.3550E-02   2.3768E-02   1.6287E+04  0.3794
   2.3768E-02   2.3988E-02   1.2944E+04  0.3561
   2.3988E-02   2.4210E-02   1.2141E+04  0.3930
   2.4210E-02   2.4434E-02   1.7012E+04  0.3537
   2.4434E-02   2.4660E-02   2.6430E+04  0.2555
   2.4660E-02   2.4889E-02   1.4213E+04  0.3718
   2.4889E-02   2.5119E-02   2.3420E+04  0.2972
   2.5119E-02   2.5351E-02   1.7128E+04  0.3268
   2.5351E-02   2.5586E-02   2.3725E+04  0.2885
   2.5586E-02   2.5823E-02   3.3693E+04  0.2448
   2.5823E-02   2.6062E-02   2.1350E+04  0.3062
   2.6062E-02   2.6303E-02   1.7776E+04  0.3387
   2.6303E-02   2.6546E-02   3.0048E+04  0.2688
   2.6546E-02   2.6792E-02   2.1696E+04  0.2985
   2.6792E-02   2.7040E-02   4.5816E+04  0.2170
   2.7040E-02   2.7290E-02   1.5001E+04  0.3380
   2.7290E-02   2.7542E-02   3.2804E+04  0.2596
   2.7542E-02   2.7797E-02   3.5370E+04  0.2667
   2.7797E-02   2.8054E-02   2.2724E+04  0.2652
   2.8054E-02   2.8314E-02   2.7444E+04  0.2436
   2.8314E-02   2.8576E-02   5.3905E+04  0.1874
   2.8576E-02   2.8840E-02   3.3199E+04  0.2606
   2.8840E-02   2.9107E-02   5.2319E+04  0.1972
   2.9107E-02   2.9376E-02   6.7411E+04  0.1807
   2.9376E-02   2.9648E-02   7.5060E+04  0.1753
   2.9648E-02   2.9923E-02   2.8459E+04  0.2255
   2.9923E-02   3.0200E-02   5.1200E+04  0.1925
   3.0200E-02   3.0479E-02   5.2098E+04  0.1924
   3.0479E-02   3.0761E-02   7.5942E+04  0.1763
   3.0761E-02   3.1046E-02   4.7840E+04  0.1910
   3.1046E-02   3.1333E-02   8.6425E+04  0.1597
   3.1333E-02   3.1623E-02   7.6494E+04  0.1707
   3.1623E-02   3.1915E-02   6.9512E+04  0.1801
   3.1915E-02   3.2211E-02   7.5725E+04  0.1655
   3.2211E-02   3.2509E-02   9.8082E+04  0.1520
   3.2509E-02   3.2810E-02   9.7133E+04  0.1520
   3.2810E-02   3.3113E-02   1.1262E+05  0.1385
   3.3113E-02   3.3420E-02   1.1845E+05  0.1389
   3.3420E-02   3.3729E-02   1.0627E+05  0.1412
   3.3729E-02   3.4041E-02   1.1506E+05  0.1411
   3.4041E-02   3.4356E-02   1.0224E+05  0.1361
   3.4356E-02   3.4674E-02   1.3308E+05  0.1287
   3.4674E-02   3.4995E-02   1.1521E+05  0.1331
   3.4995E-02   3.5318E-02   1.1517E+05  0.1400
   3.5318E-02   3.5645E-02   1.5692E+05  0.1201
   3.5645E-02   3.5975E-02   1.3560E+05  0.1143
   3.5975E-02   3.6308E-02   1.4892E+05  0.1172
   3.6308E-02   3.6644E-02   1.5167E+05  0.1182
   3.6644E-02   3.6983E-02   1.8454E+05  0.1088
   3.6983E-02   3.7325E-02   1.4718E+05  0.1216
   3.7325E-02   3.7670E-02   1.8501E+05  0.1046
   3.7670E-02   3.8019E-02   1.8226E+05  0.1065
   3.8019E-02   3.8371E-02   1.8036E+05  0.1077
   3.8371E-02   3.8726E-02   1.5169E+05  0.1140
   3.8726E-02   3.9084E-02   2.0118E+05  0.1030
   3.9084E-02   3.9446E-02   1.8362E+05  0.1078
   3.9446E-02   3.9811E-02   2.2732E+05  0.0994
   3.9811E-02   4.0179E-02   2.0740E+05  0.1048
   4.0179E-02   4.0551E-02   2.1184E+05  0.0996
   4.0551E-02   4.0926E-02   3.0100E+05  0.0877
   4.0926E-02   4.1305E-02   2.2263E+05  0.0968
   4.1305E-02   4.1687E-02   2.3748E+05  0.0937
   4.1687E-02   4.2073E-02   2.9536E+05  0.0873
   4.2073E-02   4.2462E-02   2.7585E+05  0.0859
   4.2462E-02   4.2855E-02   3.0172E+05  0.0850
   4.2855E-02   4.3251E-02   2.9852E+05  0.0864
   4.3251E-02   4.3652E-02   2.9715E+05  0.0838
   4.3652E-02   4.4055E-02   2.6542E+05  0.0910
   4.4055E-02   4.4463E-02   3.0821E+05  0.0847
   4.4463E-02   4.4875E-02   3.0354E+05  0.0860
   4.4875E-02   4.5290E-02   2.9875E+05  0.0821
   4.5290E-02   4.5709E-02   2.8016E+05  0.0861
   4.5709E-02   4.6132E-02   3.4032E+05  0.0815
   4.6132E-02   4.6559E-02   3.3644E+05  0.0796
   4.6559E-02   4.6989E-02   3.7431E+05  0.0784
   4.6989E-02   4.7424E-02   3.7025E+05  0.0768
   4.7424E-02   4.7863E-02   3.5607E+05  0.0785
   4.7863E-02   4.8306E-02   4.1756E+05  0.0746
   4.8306E-02   4.8753E-02   3.5856E+05  0.0778
   4.8753E-02   4.9204E-02   3.8805E+05  0.0768
   4.9204E-02   4.9659E-02   4.1071E+05  0.0746
   4.9659E-02   5.0119E-02   4.3068E+05  0.0728
   5.0119E-02   5.0582E-02   4.0392E+05  0.0726
   5.0582E-02   5.1050E-02   4.4148E+05  0.0718
   5.1050E-02   5.1523E-02   3.9863E+05  0.0720
   5.1523E-02   5.2000E-02   5.3083E+05  0.0655
   5.2000E-02   5.2481E-02   4.2162E+05  0.0723
   5.2481E-02   5.2966E-02   4.5853E+05  0.0675
   5.2966E-02   5.3456E-02   4.2536E+05  0.0726
   5.3456E-02   5.3951E-02   4.3974E+05  0.0719
   5.3951E-02   5.4450E-02   4.0925E+05  0.0719
   5.4450E-02   5.4954E-02   4.3166E+05  0.0698
   5.4954E-02   5.5463E-02   4.2926E+05  0.0705
   5.5463E-02   5.5976E-02   4.6924E+05  0.0689
   5.5976E-02   5.6494E-02   5.0292E+05  0.0679
   5.6494E-02   5.7016E-02   4.9557E+05  0.0655
   5.7016E-02   5.7544E-02   4.7260E+05  0.0699
   5.7544E-02   5.8076E-02   5.3665E+05  0.0643
   5.8076E-02   5.8614E-02   5.1713E+05  0.0659
   5.8614E-02   5.9156E-02   4.7251E+05  0.0677
   5.9156E-02   5.9704E-02   5.0296E+05  0.0651
   5.9704E-02   6.0256E-02   4.9499E+05  0.0666
   6.0256E-02   6.0814E-02   5.4034E+05  0.0647
   6.0814E-02   6.1376E-02   5.1950E+05  0.0655
   6.1376E-02   6.1944E-02   5.2587E+05  0.0644
   6.1944E-02   6.2517E-02   5.1612E+05  0.0646
   6.2517E-02   6.3096E-02   5.2487E+05  0.0646
   6.3096E-02   6.3680E-02   5.5208E+05  0.0643
   6.3680E-02   6.4269E-02   5.0103E+05  0.0658
   6.4269E-02   6.4863E-02   5.5838E+05  0.0631
   6.4863E-02   6.5464E-02   5.6246E+05  0.0626
   6.5464E-02   6.6069E-02   6.3070E+05  0.0601
   6.6069E-02   6.6681E-02   5.7908E+05  0.0630
   6.6681E-02   6.7298E-02   6.3448E+05  0.0597
   6.7298E-02   6.7920E-02   5.5987E+05  0.0629
   6.7920E-02   6.8549E-02   5.5105E+05  0.0630
   6.8549E-02   6.9183E-02   5.2007E+05  0.0646
   6.9183E-02   6.9823E-02   5.7676E+05  0.0616
   6.9823E-02   7.0469E-02   6.1248E+05  0.0612
   7.0469E-02   7.1121E-02   5.6358E+05  0.0621
   7.1121E-02   7.1779E-02   6.2859E+05  0.0599
   7.1779E-02   7.2444E-02   5.8852E+05  0.0618
   7.2444E-02   7.3114E-02   6.2566E+05  0.0594
   7.3114E-02   7.3790E-02   6.2723E+05  0.0606
   7.3790E-02   7.4473E-02   6.2837E+05  0.0588
   7.4473E-02   7.5162E-02   6.2607E+05  0.0600
   7.5162E-02   7.5858E-02   5.7602E+05  0.0628
   7.5858E-02   7.6560E-02   6.1102E+05  0.0605
   7.6560E-02   7.7268E-02   6.5502E+05  0.0587
   7.7268E-02   7.7983E-02   6.0197E+05  0.0606
   7.7983E-02   7.8705E-02   6.9538E+05  0.0568
   7.8705E-02   7.9433E-02   6.6832E+05  0.0572
   7.9433E-02   8.0168E-02   6.6627E+05  0.0584
   8.0168E-02   8.0910E-02   6.8860E+05  0.0571
   8.0910E-02   8.1658E-02   6.4606E+05  0.0589
   8.1658E-02   8.2414E-02   6.7636E+05  0.0571
   8.2414E-02   8.3176E-02   6.4310E+05  0.0585
   8.3176E-02   8.3946E-02   6.2375E+05  0.0596
   8.3946E-02   8.4723E-02   6.9492E+05  0.0562
   8.4723E-02   8.5507E-02   6.2468E+05  0.0588
   8.5507E-02   8.6298E-02   6.6256E+05  0.0575
   8.6298E-02   8.7096E-02   6.8382E+05  0.0562
   8.7096E-02   8.7902E-02   6.7086E+05  0.0575
   8.7902E-02   8.8716E-02   6.3845E+05  0.0586
   8.8716E-02   8.9536E-02   6.7515E+05  0.0569
   8.9536E-02   9.0365E-02   6.9039E+05  0.0570
   9.0365E-02   9.1201E-02   6.9265E+05  0.0560
   9.1201E-02   9.2045E-02   6.8833E+05  0.0570
   9.2045E-02   9.2897E-02   6.2646E+05  0.0604
   9.2897E-02   9.3756E-02   6.7180E+05  0.0581
   9.3756E-02   9.4624E-02   6.7945E+05  0.0572
   9.4624E-02   9.5499E-02   6.8556E+05  0.0562
