[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
   9.4624E-01   9.5499E-01   7.8269E+05  0.1540
   9.5499E-01   9.6383E-01   7.1383E+05  0.1521
   9.6383E-01   9.7275E-01   7.6815E+05  0.1561
   9.7275E-01   9.8175E-01   1.0364E+06  0.1319
   9.8175E-01   9.9083E-01   9.5621E+05  0.1366
   9.9083E-01   1.0000E+00   5.8070E+05  0.1691
   1.0000E+00   1.0093E+00   9.0355E+05  0.1370
   1.0093E+00   1.0186E+00   6.7635E+05  0.1570
   1.0186E+00   1.0280E+00   8.6349E+05  0.1445
   1.0280E+00   1.0375E+00   7.6303E+05  0.1522
   1.0375E+00   1.0471E+00   7.5553E+05  0.1451
   1.0471E+00   1.0568E+00   7.7107E+05  0.1597
   1.0568E+00   1.0666E+00   8.2954E+05  0.1526
   1.0666E+00   1.0765E+00   7.4223E+05  0.1523
   1.0765E+00   1.0864E+00   8.6619E+05  0.1327
   1.0864E+00   1.0965E+00   8.0706E+05  0.1576
   1.0965E+00   1.1066E+00   7.4190E+05  0.1458
   1.1066E+00   1.1169E+00   7.6007E+05  0.1449
   1.1169E+00   1.1272E+00   8.2576E+05  0.1444
   1.1272E+00   1.1376E+00   7.8272E+05  0.1453
   1.1376E+00   1.1482E+00   6.0554E+05  0.1559
   1.1482E+00   1.1588E+00   6.8187E+05  0.1579
   1.1588E+00   1.1695E+00   6.8025E+05  0.1536
   1.1695E+00   1.1803E+00   7.1007E+05  0.1539
   1.1803E+00   1.1912E+00   7.7563E+05  0.1469
   1.1912E+00   1.2023E+00   9.0201E+05  0.1301
   1.2023E+00   1.2134E+00   9.3614E+05  0.1450
   1.2134E+00   1.2246E+00   9.1500E+05  0.1362
   1.2246E+00   1.2359E+00   9.6787E+05  0.1298
   1.2359E+00   1.2474E+00   9.0062E+05  0.1318
   1.2474E+00   1.2589E+00   9.1029E+05  0.1348
   1.2589E+00   1.2706E+00   9.7924E+05  0.1365
   1.2706E+00   1.2823E+00   8.9312E+05  0.1452
   1.2823E+00   1.2942E+00   7.9499E+05  0.1483
   1.2942E+00   1.3062E+00   8.8280E+05  0.1371
   1.3062E+00   1.3183E+00   8.7001E+05  0.1398
   1.3183E+00   1.3305E+00   7.5012E+05  0.1468
   1.3305E+00   1.3428E+00   6.6211E+05  0.1483
   1.3428E+00   1.3552E+00   1.0156E+06  0.1326
   1.3552E+00   1.3677E+00   8.8017E+05  0.1478
   1.3677E+00   1.3804E+00   9.1742E+05  0.1313
   1.3804E+00   1.3932E+00   7.8575E+05  0.1493
   1.3932E+00   1.4060E+00   9.7843E+05  0.1319
   1.4060E+00   1.4191E+00   7.6780E+05  0.1433
   1.4191E+00   1.4322E+00   7.4244E+05  0.1512
   1.4322E+00   1.4454E+00   7.2594E+05  0.1474
   1.4454E+00   1.4588E+00   6.8230E+05  0.1554
   1.4588E+00   1.4723E+00   8.8072E+05  0.1478
   1.4723E+00   1.4859E+00   8.1809E+05  0.1450
   1.4859E+00   1.4997E+00   7.8401E+05  0.1502
   1.4997E+00   1.5136E+00   9.2649E+05  0.1318
   1.5136E+00   1.5276E+00   8.3843E+05  0.1456
   1.5276E+00   1.5417E+00   1.0342E+06  0.1343
   1.5417E+00   1.5560E+00   8.2226E+05  0.1426
   1.5560E+00   1.5704E+00   9.3560E+05  0.1375
   1.5704E+00   1.5849E+00   7.1217E+05  0.1499
   1.5849E+00   1.5996E+00   7.8705E+05  0.1438
   1.5996E+00   1.6144E+00   7.7143E+05  0.1474
   1.6144E+00   1.6293E+00   7.7445E+05  0.1489
   1.6293E+00   1.6444E+00   9.3996E+05  0.1325
   1.6444E+00   1.6596E+00   9.4691E+05  0.1317
   1.6596E+00   1.6749E+00   5.5436E+06  0.0635
   1.6749E+00   1.6904E+00   5.6240E+06  0.0624
   1.6904E+00   1.7061E+00   5.8531E+06  0.0611
   1.7061E+00   1.7219E+00   5.5031E+06  0.0625
   1.7219E+00   1.7378E+00   5.7894E+06  0.0612
   1.7378E+00   1.7539E+00   6.3022E+06  0.0594
   1.7539E+00   1.7701E+00   6.3084E+06  0.0584
   1.7701E+00   1.7865E+00   5.6863E+06  0.0624
   1.7865E+00   1.8030E+00   6.3594E+06  0.0582
   1.8030E+00   1.8197E+00   5.5517E+06  0.0634
   1.8197E+00   1.8365E+00   5.9601E+06  0.0609
   1.8365E+00   1.8535E+00   5.2213E+06  0.0641
   1.8535E+00   1.8707E+00   6.3267E+06  0.0591
   1.8707E+00   1.8880E+00   6.0457E+06  0.0604
   1.8880E+00   1.9055E+00   6.3876E+06  0.0591
   1.9055E+00   1.9231E+00   6.3358E+06  0.0594
   1.9231E+00   1.9409E+00   6.4679E+06  0.0586
   1.9409E+00   1.9588E+00   6.6909E+06  0.0572
   1.9588E+00   1.9770E+00   6.8511E+06  0.0568
   1.9770E+00   1.9953E+00   5.7249E+06  0.0620
   1.9953E+00   2.0137E+00   1.9466E+06  0.1001
   2.0137E+00   2.0324E+00   9.1444E+05  0.1357
   2.0324E+00   2.0512E+00   1.0317E+06  0.1306
   2.0512E+00   2.0701E+00   8.5051E+05  0.1296
   2.0701E+00   2.0893E+00   6.8494E+05  0.1444
   2.0893E+00   2.1086E+00   8.4654E+05  0.1279
   2.1086E+00   2.1281E+00   7.6356E+05  0.1305
   2.1281E+00   2.1478E+00   9.1200E+05  0.1308
   2.1478E+00   2.1677E+00   8.8989E+05  0.1301
   2.1677E+00   2.1878E+00   8.9528E+05  0.1313
   2.1878E+00   2.2080E+00   9.3869E+05  0.1238
   2.2080E+00   2.2284E+00   8.1169E+08  0.0045
   2.2284E+00   2.2491E+00   4.6608E+04  0.7463
   2.2491E+00   2.2699E+00   2.9549E+04  1.0000
   2.2699E+00   2.2909E+00   0.0000E+00  0.0000
   2.2909E+00   2.3121E+00   3.3959E+04  0.8623
   2.3121E+00   2.3335E+00   1.6577E+04  0.7084
   2.3335E+00   2.3550E+00   2.1543E+04  0.7007
   2.3550E+00   2.3768E+00   2.0664E+04  0.7241
   2.3768E+00   2.3988E+00   2.4985E+04  1.0000
   2.3988E+00   2.4210E+00   0.0000E+00  0.0000
   2.4210E+00   2.4434E+00   4.0714E+04  0.7679
   2.4434E+00   2.4660E+00   2.5818E+04  1.0000
   2.4660E+00   2.4889E+00   3.3190E+04  1.0000
   2.4889E+00   2.5119E+00   0.0000E+00  0.0000
   2.5119E+00   2.5351E+00   1.5264E+04  0.7633
   2.5351E+00   2.5586E+00   2.5835E+04  1.0000
   2.5586E+00   2.5823E+00   0.0000E+00  0.0000
   2.5823E+00   2.6062E+00   6.0067E+04  0.6455
   2.6062E+00   2.6303E+00   9.5651E+03  1.0000
   2.6303E+00   2.6546E+00   0.0000E+00  0.0000
   2.6546E+00   2.6792E+00   1.5228E+03  1.0000
   2.6792E+00   2.7040E+00   0.0000E+00  0.0000
   2.7040E+00   2.7290E+00   0.0000E+00  0.0000
   2.7290E+00   2.7542E+00   0.0000E+00  0.0000
   2.7542E+00   2.7797E+00   0.0000E+00  0.0000
   2.7797E+00   2.8054E+00   0.0000E+00  0.0000
   2.8054E+00   2.8314E+00   0.0000E+00  0.0000
   2.8314E+00   2.8576E+00   1.5958E+04  1.0000
   2.8576E+00   2.8840E+00   2.1326E+04  0.7915
   2.8840E+00   2.9107E+00   6.7210E+03  1.0000
   2.9107E+00   2.9376E+00   1.6676E+04  1.0000
   2.9376E+00   2.9648E+00   4.2045E+03  1.0000
   2.9648E+00   2.9923E+00   5.5691E+04  0.6833
   2.9923E+00   3.0200E+00   0.0000E+00  0.0000
   3.0200E+00   3.0479E+00   0.0000E+00  0.0000
   3.0479E+00   3.0761E+00   5.6956E+03  1.0000
   3.0761E+00   3.1046E+00   6.1908E+03  1.0000
   3.1046E+00   3.1333E+00   3.1784E+04  1.0000
   3.1333E+00   3.1623E+00   0.0000E+00  0.0000
   3.1623E+00   3.1915E+00   0.0000E+00  0.0000
   3.1915E+00   3.2211E+00   1.3025E+04  0.7336
   3.2211E+00   3.2509E+00   5.3538E+04  0.7071
   3.2509E+00   3.2810E+00   1.6592E+04  0.6498
   3.2810E+00   3.3113E+00   2.2394E+04  1.0000
   3.3113E+00   3.3420E+00   0.0000E+00  0.0000
   3.3420E+00   3.3729E+00   6.4724E+03  1.0000
   3.3729E+00   3.4041E+00   0.0000E+00  0.0000
   3.4041E+00   3.4356E+00   0.0000E+00  0.0000
   3.4356E+00   3.4674E+00   6.8339E+03  1.0000
   3.4674E+00   3.4995E+00   1.5415E+04  1.0000
   3.4995E+00   3.5318E+00   0.0000E+00  0.0000
   3.5318E+00   3.5645E+00   2.5824E+04  1.0000
   3.5645E+00   3.5975E+00   0.0000E+00  0.0000
   3.5975E+00   3.6308E+00   4.0507E+03  1.0000
   3.6308E+00   3.6644E+00   4.7166E+04  0.6683
   3.6644E+00   3.6983E+00   5.6641E+04  0.6632
   3.6983E+00   3.7325E+00   0.0000E+00  0.0000
   3.7325E+00   3.7670E+00   0.0000E+00  0.0000
   3.7670E+00   3.8019E+00   5.3337E+04  0.6128
   3.8019E+00   3.8371E+00   0.0000E+00  0.0000
   3.8371E+00   3.8726E+00   3.4982E+04  0.8033
   3.8726E+00   3.9084E+00   3.3305E+04  0.7857
   3.9084E+00   3.9446E+00   4.0294E+03  1.0000
   3.9446E+00   3.9811E+00   5.3418E+04  0.6778
   3.9811E+00   4.0179E+00   5.9868E+04  0.6635
   4.0179E+00   4.0551E+00   4.2697E+04  0.6639
   4.0551E+00   4.0926E+00   2.3164E+04  1.0000
   4.0926E+00   4.1305E+00   6.0316E+04  0.5481
   4.1305E+00   4.1687E+00   2.6337E+04  1.0000
   4.1687E+00   4.2073E+00   2.6967E+04  1.0000
   4.2073E+00   4.2462E+00   4.3221E+04  0.7579
   4.2462E+00   4.2855E+00   2.7030E+04  1.0000
   4.2855E+00   4.3251E+00   5.7094E+04  0.7073
   4.3251E+00   4.3652E+00   7.2630E+04  0.5815
   4.3652E+00   4.4055E+00   1.8719E+04  1.0000
   4.4055E+00   4.4463E+00   4.8669E+04  0.7209
   4.4463E+00   4.4875E+00   2.5158E+04  1.0000
   4.4875E+00   4.5290E+00   2.6034E+04  1.0000
   4.5290E+00   4.5709E+00   4.4393E+02  1.0000
   4.5709E+00   4.6132E+00   2.7964E+04  1.0000
   4.6132E+00   4.6559E+00   4.6771E+04  0.7087
   4.6559E+00   4.6989E+00   1.0364E+04  1.0000
   4.6989E+00   4.7424E+00   2.6806E+04  1.0000
   4.7424E+00   4.7863E+00   0.0000E+00  0.0000
   4.7863E+00   4.8306E+00   0.0000E+00  0.0000
   4.8306E+00   4.8753E+00   2.5223E+04  0.9932
   4.8753E+00   4.9204E+00   2.6869E+04  1.0000
   4.9204E+00   4.9659E+00   3.7500E+04  0.7025
   4.9659E+00   5.0119E+00   2.9915E+04  1.0000
   5.0119E+00   5.0582E+00   4.4224E+04  0.7412
   5.0582E+00   5.1050E+00   0.0000E+00  0.0000
   5.1050E+00   5.1523E+00   0.0000E+00  0.0000
   5.1523E+00   5.2000E+00   7.7383E+04  0.5774
   5.2000E+00   5.2481E+00   1.1573E+04  1.0000
   5.2481E+00   5.2966E+00   2.8808E+04  1.0000
   5.2966E+00   5.3456E+00   5.5356E+04  0.6288
   5.3456E+00   5.3951E+00   7.7762E+03  0.7084
   5.3951E+00   5.4450E+00   1.1118E+04  1.0000
   5.4450E+00   5.4954E+00   0.0000E+00  0.0000
   5.4954E+00   5.5463E+00   1.1008E+04  0.7513
   5.5463E+00   5.5976E+00   3.8113E+04  0.6928
   5.5976E+00   5.6494E+00   5.9885E+03  1.0000
   5.6494E+00   5.7016E+00   1.8620E+04  1.0000
   5.7016E+00   5.7544E+00   4.3490E+04  0.7158
   5.7544E+00   5.8076E+00   2.6397E+04  1.0000
   5.8076E+00   5.8614E+00   2.5377E+04  1.0000
   5.8614E+00   5.9156E+00   0.0000E+00  0.0000
   5.9156E+00   5.9704E+00   1.6843E+04  1.0000
   5.9704E+00   6.0256E+00   9.0907E+04  0.5326
   6.0256E+00   6.0814E+00   0.0000E+00  0.0000
   6.0814E+00   6.1376E+00   0.0000E+00  0.0000
   6.1376E+00   6.1944E+00   1.8225E+04  1.0000
   6.1944E+00   6.2517E+00   2.8314E+04  0.7159
   6.2517E+00   6.3096E+00   2.5922E+04  1.0000
   6.3096E+00   6.3680E+00   0.0000E+00  0.0000
   6.3680E+00   6.4269E+00   2.5691E+04  1.0000
   6.4269E+00   6.4863E+00   1.7417E+04  1.0000
   6.4863E+00   6.5464E+00   2.5472E+04  1.0000
   6.5464E+00   6.6069E+00   2.9497E+04  0.9102
   6.6069E+00   6.6681E+00   3.8879E+04  0.7586
   6.6681E+00   6.7298E+00   3.2268E+03  1.0000
   6.7298E+00   6.7920E+00   7.3729E+04  0.5849
   6.7920E+00   6.8549E+00   1.2718E+03  1.0000
   6.8549E+00   6.9183E+00   2.7704E+04  0.7088
   6.9183E+00   6.9823E+00   2.4181E+04  1.0000
   6.9823E+00   7.0469E+00   4.7347E+04  0.7217
   7.0469E+00   7.1121E+00   0.0000E+00  0.0000
   7.1121E+00   7.1779E+00   5.3635E+04  0.6025
   7.1779E+00   7.2444E+00   4.1380E+04  0.6832
   7.2444E+00   7.3114E+00   1.1652E+05  0.4750
   7.3114E+00   7.3790E+00   4.7459E+04  0.6272
   7.3790E+00   7.4473E+00   6.0488E+04  0.6057
   7.4473E+00   7.5162E+00   7.4845E+04  0.5596
   7.5162E+00   7.5858E+00   7.4370E+04  0.5798
   7.5858E+00   7.6560E+00   2.5008E+04  1.0000
   7.6560E+00   7.7268E+00   2.1823E+04  0.7954
   7.7268E+00   7.7983E+00   5.2982E+04  0.7071
   7.7983E+00   7.8705E+00   8.9994E+04  0.5131
   7.8705E+00   7.9433E+00   2.5022E+04  1.0000
   7.9433E+00   8.0168E+00   6.7960E+04  0.5626
   8.0168E+00   8.0910E+00   0.0000E+00  0.0000
   8.0910E+00   8.1658E+00   0.0000E+00  0.0000
   8.1658E+00   8.2414E+00   0.0000E+00  0.0000
   8.2414E+00   8.3176E+00   0.0000E+00  0.0000
   8.3176E+00   8.3946E+00   0.0000E+00  0.0000
   8.3946E+00   8.4723E+00   0.0000E+00  0.0000
   8.4723E+00   8.5507E+00   0.0000E+00  0.0000
   8.5507E+00   8.6298E+00   0.0000E+00  0.0000
   8.6298E+00   8.7096E+00   0.0000E+00  0.0000
   8.7096E+00   8.7902E+00   0.0000E+00  0.0000
   8.7902E+00   8.8716E+00   0.0000E+00  0.0000
   8.8716E+00   8.9536E+00   0.0000E+00  0.0000
   8.9536E+00   9.0365E+00   0.0000E+00  0.0000
   9.0365E+00   9.1201E+00   0.0000E+00  0.0000
   9.1201E+00   9.2045E+00   0.0000E+00  0.0000
   9.2045E+00   9.2897E+00   0.0000E+00  0.0000
   9.2897E+00   9.3756E+00   0.0000E+00  0.0000
   9.3756E+00   9.4624E+00   0.0000E+00  0.0000
   9.4624E+00   9.5499E+00   0.0000E+00  0.0000
   9.5499E+00   9.6383E+00   0.0000E+00  0.0000
   9.6383E+00   9.7275E+00   0.0000E+00  0.0000
   9.7275E+00   9.8175E+00   0.0000E+00  0.0000
   9.8175E+00   9.9083E+00   0.0000E+00  0.0000
   9.9083E+00   1.0000E+01   0.0000E+00  0.0000

#   sum over                 1.3470E+09

'no. =  4, (ix,iy,iz) = (  1,  1,  4)'
msuc: {\huge [t-track] in xyz mesh}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.24}
wt: s(0.7)
\vspace{-3}
   vol  &=&   7.0000E+00 [cm^3]
  xmin  &=&  -1.0000E+00 [cm]
  xmax  &=&   1.0000E+00 [cm]
  ymin  &=&  -1.0000E+00 [cm]
  ymax  &=&   1.0000E+00 [cm]
  zmin  &=&   2.2500E+00 [cm]
  zmax  &=&   4.0000E+00 [cm]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. =  5   ix  =  1   iy  =  1   iz  =  5
#   x = (  -1.0000E+00  -   1.0000E+00  )
#   y = (  -1.0000E+00  -   1.0000E+00  )
#   z = (   4.0000E+00  -   5.7500E+00  )

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l   n 
#  e-lower      e-upper      photon      r.err 
   1.0000E-03   1.0093E-03   6.3457E+00  0.6825
   1.0093E-03   1.0186E-03   2.4726E+00  0.7427
   1.0186E-03   1.0280E-03   1.1685E+00  1.0000
   1.0280E-03   1.0375E-03   7.3798E+00  0.7243
   1.0375E-03   1.0471E-03   4.4200E+00  1.0000
   1.0471E-03   1.0568E-03   2.6723E+01  0.5253
   1.0568E-03   1.0666E-03   9.3974E+00  1.0000
   1.0666E-03   1.0765E-03   3.5328E+00  0.7114
   1.0765E-03   1.0864E-03   9.1245E+00  0.9957
   1.0864E-03   1.0965E-03   7.1380E+00  0.9451
   1.0965E-03   1.1066E-03   1.8171E+00  0.7193
   1.1066E-03   1.1169E-03   3.4793E-01  1.0000
   1.1169E-03   1.1272E-03   8.3199E+00  0.7396
   1.1272E-03   1.1376E-03   3.7073E+00  0.9345
   1.1376E-03   1.1482E-03   1.5991E+01  0.9048
   1.1482E-03   1.1588E-03   6.9498E+00  0.8069
   1.1588E-03   1.1695E-03   1.4775E+01  1.0000
   1.1695E-03   1.1803E-03   3.7735E+00  0.8423
   1.1803E-03   1.1912E-03   7.0504E-01  1.0000
   1.1912E-03   1.2023E-03   2.7920E+00  0.6466
   1.2023E-03   1.2134E-03   6.4377E+00  0.6272
   1.2134E-03   1.2246E-03   1.2804E+01  0.6362
   1.2246E-03   1.2359E-03   1.4160E+00  1.0000
   1.2359E-03   1.2474E-03   4.1268E+00  1.0000
   1.2474E-03   1.2589E-03   0.0000E+00  0.0000
   1.2589E-03   1.2706E-03   0.0000E+00  0.0000
   1.2706E-03   1.2823E-03   1.6843E+01  0.6573
   1.2823E-03   1.2942E-03   1.7581E+00  0.8761
   1.2942E-03   1.3062E-03   3.5279E+00  0.7986
   1.3062E-03   1.3183E-03   2.0434E+00  0.9847
   1.3183E-03   1.3305E-03   9.6014E-01  0.7330
   1.3305E-03   1.3428E-03   1.1119E+01  0.7883
   1.3428E-03   1.3552E-03   1.6230E+00  1.0000
   1.3552E-03   1.3677E-03   1.0133E+00  1.0000
   1.3677E-03   1.3804E-03   0.0000E+00  0.0000
   1.3804E-03   1.3932E-03   1.2245E+01  0.7552
   1.3932E-03   1.4060E-03   2.1897E+00  0.7001
   1.4060E-03   1.4191E-03   1.0968E+00  1.0000
   1.4191E-03   1.4322E-03   1.4194E+01  1.0000
   1.4322E-03   1.4454E-03   8.0834E+00  0.8539
   1.4454E-03   1.4588E-03   5.5823E+00  0.9067
   1.4588E-03   1.4723E-03   1.5094E-01  1.0000
   1.4723E-03   1.4859E-03   5.6112E+00  0.7184
   1.4859E-03   1.4997E-03   2.1240E+01  0.7068
   1.4997E-03   1.5136E-03   4.6825E-01  1.0000
   1.5136E-03   1.5276E-03   2.0549E+01  0.9932
   1.5276E-03   1.5417E-03   4.7136E+00  0.8661
   1.5417E-03   1.5560E-03   8.8309E+00  0.7840
   1.5560E-03   1.5704E-03   6.9189E+00  1.0000
   1.5704E-03   1.5849E-03   5.0270E+00  0.7025
   1.5849E-03   1.5996E-03   1.5010E+01  0.7090
   1.5996E-03   1.6144E-03   7.7124E+00  1.0000
   1.6144E-03   1.6293E-03   7.1228E+00  0.9372
   1.6293E-03   1.6444E-03   1.0891E+01  0.7461
   1.6444E-03   1.6596E-03   4.3696E+01  0.7415
   1.6596E-03   1.6749E-03   3.0369E+01  0.5303
   1.6749E-03   1.6904E-03   1.6565E+00  1.0000
   1.6904E-03   1.7061E-03   2.9968E+00  1.0000
   1.7061E-03   1.7219E-03   1.0036E+01  1.0000
   1.7219E-03   1.7378E-03   1.4489E+01  0.6218
   1.7378E-03   1.7539E-03   1.4600E+01  0.9403
   1.7539E-03   1.7701E-03   1.4578E+01  0.7072
   1.7701E-03   1.7865E-03   2.6235E-01  1.0000
   1.7865E-03   1.8030E-03   2.6031E+01  0.6786
   1.8030E-03   1.8197E-03   1.0856E+01  0.7857
   1.8197E-03   1.8365E-03   6.6186E+01  0.9799
   1.8365E-03   1.8535E-03   6.2716E+00  0.7076
   1.8535E-03   1.8707E-03   5.9388E+01  0.5944
   1.8707E-03   1.8880E-03   3.3489E+01  0.9035
   1.8880E-03   1.9055E-03   1.3545E+01  0.7754
   1.9055E-03   1.9231E-03   0.0000E+00  0.0000
   1.9231E-03   1.9409E-03   2.4272E+01  1.0000
   1.9409E-03   1.9588E-03   5.1195E+01  0.8275
   1.9588E-03   1.9770E-03   6.9660E+00  1.0000
   1.9770E-03   1.9953E-03   8.4267E+00  1.0000
   1.9953E-03   2.0137E-03   1.3709E+01  0.8612
   2.0137E-03   2.0324E-03   7.2605E+00  0.8865
   2.0324E-03   2.0512E-03   3.1873E+01  0.6294
   2.0512E-03   2.0701E-03   2.5070E+01  0.7370
   2.0701E-03   2.0893E-03   4.2111E+01  1.0000
   2.0893E-03   2.1086E-03   4.0285E+00  1.0000
   2.1086E-03   2.1281E-03   2.0585E+01  1.0000
   2.1281E-03   2.1478E-03   8.5488E+00  1.0000
   2.1478E-03   2.1677E-03   1.3182E-01  1.0000
   2.1677E-03   2.1878E-03   0.0000E+00  0.0000
   2.1878E-03   2.2080E-03   3.3324E+01  1.0000
   2.2080E-03   2.2284E-03   7.3500E+01  1.0000
   2.2284E-03   2.2491E-03   2.5873E+00  1.0000
   2.2491E-03   2.2699E-03   3.3148E+01  0.7256
   2.2699E-03   2.2909E-03   4.2031E+01  0.8087
   2.2909E-03   2.3121E-03   2.3937E+01  0.9361
   2.3121E-03   2.3335E-03   1.2014E+01  1.0000
   2.3335E-03   2.3550E-03   3.7886E-03  1.0000
   2.3550E-03   2.3768E-03   0.0000E+00  0.0000
   2.3768E-03   2.3988E-03   7.8016E+00  0.8000
   2.3988E-03   2.4210E-03   9.8062E+01  1.0000
   2.4210E-03   2.4434E-03   1.6912E+01  0.6003
   2.4434E-03   2.4660E-03   0.0000E+00  0.0000
   2.4660E-03   2.4889E-03   0.0000E+00  0.0000
   2.4889E-03   2.5119E-03   0.0000E+00  0.0000
   2.5119E-03   2.5351E-03   0.0000E+00  0.0000
   2.5351E-03   2.5586E-03   1.3012E+01  1.0000
   2.5586E-03   2.5823E-03   0.0000E+00  0.0000
   2.5823E-03   2.6062E-03   0.0000E+00  0.0000
   2.6062E-03   2.6303E-03   9.2216E+00  0.8001
   2.6303E-03   2.6546E-03   3.5929E+01  1.0000
   2.6546E-03   2.6792E-03   7.8977E+00  0.9257
   2.6792E-03   2.7040E-03   1.2759E+01  1.0000
   2.7040E-03   2.7290E-03   0.0000E+00  0.0000
   2.7290E-03   2.7542E-03   0.0000E+00  0.0000
   2.7542E-03   2.7797E-03   5.7280E+01  0.7952
   2.7797E-03   2.8054E-03   3.6110E+01  0.7958
   2.8054E-03   2.8314E-03   1.3800E+02  0.7611
   2.8314E-03   2.8576E-03   2.0356E+01  1.0000
   2.8576E-03   2.8840E-03   1.4019E+02  0.8994
   2.8840E-03   2.9107E-03   1.5159E+02  0.5074
   2.9107E-03   2.9376E-03   4.8419E+00  1.0000
   2.9376E-03   2.9648E-03   2.7638E+01  1.0000
   2.9648E-03   2.9923E-03   0.0000E+00  0.0000
   2.9923E-03   3.0200E-03   6.5057E+01  0.6061
   3.0200E-03   3.0479E-03   1.0781E+02  1.0000
   3.0479E-03   3.0761E-03   3.1265E+00  1.0000
   3.0761E-03   3.1046E-03   6.4926E+00  1.0000
   3.1046E-03   3.1333E-03   6.2326E+01  0.7096
   3.1333E-03   3.1623E-03   1.5978E+02  0.6455
   3.1623E-03   3.1915E-03   5.1327E+01  0.7199
   3.1915E-03   3.2211E-03   0.0000E+00  0.0000
   3.2211E-03   3.2509E-03   7.4318E+00  1.0000
   3.2509E-03   3.2810E-03   1.2809E+02  0.6423
   3.2810E-03   3.3113E-03   0.0000E+00  0.0000
   3.3113E-03   3.3420E-03   4.0167E+01  1.0000
   3.3420E-03   3.3729E-03   3.8960E+02  0.6414
   3.3729E-03   3.4041E-03   0.0000E+00  0.0000
   3.4041E-03   3.4356E-03   7.3715E+01  1.0000
   3.4356E-03   3.4674E-03   0.0000E+00  0.0000
   3.4674E-03   3.4995E-03   2.5291E+00  1.0000
   3.4995E-03   3.5318E-03   4.2305E+01  1.0000
   3.5318E-03   3.5645E-03   6.5876E+01  1.0000
   3.5645E-03   3.5975E-03   9.9635E+01  0.9420
   3.5975E-03   3.6308E-03   0.0000E+00  0.0000
   3.6308E-03   3.6644E-03   0.0000E+00  0.0000
   3.6644E-03   3.6983E-03   2.1551E+02  0.7073
   3.6983E-03   3.7325E-03   8.8049E+00  1.0000
   3.7325E-03   3.7670E-03   1.0499E+02  1.0000
   3.7670E-03   3.8019E-03   0.0000E+00  0.0000
   3.8019E-03   3.8371E-03   1.9894E+02  0.8807
   3.8371E-03   3.8726E-03   2.0335E+02  0.7949
   3.8726E-03   3.9084E-03   0.0000E+00  0.0000
   3.9084E-03   3.9446E-03   8.2578E+01  1.0000
   3.9446E-03   3.9811E-03   0.0000E+00  0.0000
   3.9811E-03   4.0179E-03   4.3219E+02  0.6259
   4.0179E-03   4.0551E-03   0.0000E+00  0.0000
   4.0551E-03   4.0926E-03   1.5226E+00  1.0000
   4.0926E-03   4.1305E-03   6.4262E+01  1.0000
   4.1305E-03   4.1687E-03   3.1532E+02  1.0000
   4.1687E-03   4.2073E-03   7.3927E+02  0.8824
   4.2073E-03   4.2462E-03   9.1419E+02  0.9834
   4.2462E-03   4.2855E-03   0.0000E+00  0.0000
   4.2855E-03   4.3251E-03   1.9162E+01  1.0000
   4.3251E-03   4.3652E-03   2.3190E+02  1.0000
   4.3652E-03   4.4055E-03   0.0000E+00  0.0000
   4.4055E-03   4.4463E-03   2.7621E+02  1.0000
   4.4463E-03   4.4875E-03   9.6928E+01  1.0000
   4.4875E-03   4.5290E-03   0.0000E+00  0.0000
   4.5290E-03   4.5709E-03   0.0000E+00  0.0000
   4.5709E-03   4.6132E-03   2.2889E+02  0.6122
   4.6132E-03   4.6559E-03   4.1122E+02  0.7611
   4.6559E-03   4.6989E-03   0.0000E+00  0.0000
   4.6989E-03   4.7424E-03   0.0000E+00  0.0000
   4.7424E-03   4.7863E-03   2.2546E+02  0.6318
   4.7863E-03   4.8306E-03   1.1206E+02  1.0000
   4.8306E-03   4.8753E-03   3.2814E+01  1.0000
   4.8753E-03   4.9204E-03   1.4252E+02  0.7418
   4.9204E-03   4.9659E-03   1.5258E+02  1.0000
   4.9659E-03   5.0119E-03   0.0000E+00  0.0000
   5.0119E-03   5.0582E-03   3.5368E+02  0.7878
   5.0582E-03   5.1050E-03   7.9509E+02  0.6256
   5.1050E-03   5.1523E-03   0.0000E+00  0.0000
   5.1523E-03   5.2000E-03   2.8434E+02  0.8432
   5.2000E-03   5.2481E-03   9.4817E+02  0.8459
   5.2481E-03   5.2966E-03   6.5484E+02  0.9605
   5.2966E-03   5.3456E-03   5.8247E+01  1.0000
   5.3456E-03   5.3951E-03   0.0000E+00  0.0000
   5.3951E-03   5.4450E-03   1.3722E+03  0.7324
   5.4450E-03   5.4954E-03   4.0933E+03  0.9782
   5.4954E-03   5.5463E-03   1.7846E+02  1.0000
   5.5463E-03   5.5976E-03   8.6689E+02  0.7189
   5.5976E-03   5.6494E-03   1.0197E+03  0.8624
   5.6494E-03   5.7016E-03   1.7629E+02  0.7052
   5.7016E-03   5.7544E-03   6.7902E+01  0.7125
   5.7544E-03   5.8076E-03   8.9410E+02  1.0000
